FID,OBJECTID,Place,Name,cdp_name,citycode,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Area
489,490,62732,Rock Island,Rock Island,62732,153,0,56,228,188,9,65,75,131,38,47,9,0,57,23856.453549400001066,13037224.913300000131130
490,491,62834,Rockwell Place,Rockwell Place,62834,1317,5,373,1811,1374,26,397,494,1041,256,261,6,1,333,10928.194466099999772,6036693.741890000179410
491,492,63164,Rosanky,Rosanky,63164,1078,14,308,1473,1167,27,333,395,888,206,228,22,8,279,36301.820673900001566,52736206.436700001358986
492,493,63332,Rosharon,Rosharon,63332,353,17,747,1362,953,209,950,1009,276,471,634,167,12,677,15854.832703899999615,8287590.098170000128448
493,494,63350,Rosita,Rosita,63350,63,10,2716,3501,2310,11,2720,3438,47,1811,1811,6,4,2263,26210.171178299999156,20972373.203099999576807
494,495,63560,Rowena,Rowena,63560,236,1,59,305,249,1,60,69,191,48,49,1,1,58,6740.219565159999547,2078554.310680000111461
495,496,64244,St. Paul,St. Paul,64244,172,2,418,608,468,7,423,436,141,312,315,5,2,327,14095.319210600000588,8586189.577369999140501
496,497,64307,Salida del Sol Estates,Salida del Sol Estates,64307,55,6,6425,6496,3615,15,6428,6441,37,3565,3568,11,2,3578,11150.285242100000687,6107691.052269999869168
497,498,64316,Salineño,Salineño,64316,3,0,173,176,108,0,173,173,3,105,105,0,0,105,1899.873556300000018,176556.011478000000352
498,499,64322,Salineño North,Salineño North,64322,0,0,116,117,80,0,116,117,0,80,80,0,0,80,5754.355066330000227,509169.622424000001047
499,500,64442,Sammy Martinez,Sammy Martinez,64442,2,0,121,123,87,0,121,121,2,85,85,0,0,85,3863.537514430000101,812039.618300999980420
500,501,64448,Samnorwood,Samnorwood,64448,18,1,4,24,22,3,6,6,18,3,4,1,1,4,9800.381340739999359,4235503.540579999797046
501,502,64460,Sam Rayburn,Sam Rayburn,64460,1183,7,31,1273,1110,12,42,90,1041,20,27,7,4,69,24625.208077300001605,25358993.186700001358986
502,503,65048,San Carlos,San Carlos,65048,56,9,3016,3087,2116,19,3018,3031,38,2065,2067,13,4,2078,9891.593721040000673,4696632.681470000185072
503,504,65049,San Carlos I,San Carlos I,65049,1,0,186,187,128,0,186,186,1,127,127,0,0,127,3161.075186900000062,347003.298688000009861
504,505,65050,San Carlos II,San Carlos II,65050,6,0,214,220,120,5,214,214,5,115,115,2,0,115,2522.692331060000015,186085.433262000005925
505,506,65084,Sanderson,Sanderson,65084,274,10,358,664,531,16,371,390,233,276,285,10,2,298,18912.264477699998679,10813645.188599999994040
506,507,65168,Sandia,Sandia,65168,56,1,253,326,235,9,258,270,48,176,181,6,0,187,6869.453918100000010,2499865.681499999947846
507,508,65210,Sandoval,Sandoval,65210,1,0,35,37,33,0,35,36,1,32,32,0,0,32,1363.851740199999995,111726.034102000005078
508,509,65240,Sand Springs,Sand Springs,65240,569,8,257,878,658,5,260,309,445,168,169,1,8,213,11453.573516799999197,6628618.373080000281334
509,510,65342,Sandy Hollow-Escondidas,Sandy Hollow-Escondidas,65342,148,0,176,342,267,7,181,194,136,124,128,4,0,131,33913.862435000002733,20828096.344999998807907
510,511,65378,San Fernando,San Fernando,65378,8,0,39,49,37,0,39,41,6,31,31,0,0,31,1015.960777069999949,62909.692186400003266
511,512,65432,San Isidro,San Isidro,65432,10,0,176,187,150,1,176,177,6,143,143,0,0,144,13207.440056400000685,8050783.313579999841750
512,513,65532,San Juan,San Juan,65532,0,0,200,203,129,0,200,203,0,129,129,0,0,129,1393.783776579999994,96759.387870199992904
513,514,65564,San Leon,San Leon,65564,3504,200,2074,6135,4869,185,2240,2631,3078,1346,1451,113,168,1791,18786.878084799998760,13229481.169700000435114
514,515,65620,San Pedro,San Pedro,65620,17,0,424,442,354,7,424,425,11,342,342,3,0,343,8505.079391749999559,3182243.901000000070781
515,516,65678,Santa Anna,Santa Anna,65678,1,0,11,12,9,0,11,11,1,8,8,0,0,8,6666.715475080000033,1820973.992120000068098
516,517,65708,Santa Cruz,Santa Cruz,65708,6,0,68,74,41,1,68,68,5,36,36,1,0,36,1437.756218960000069,71624.720906100003049
517,518,65744,Santa Maria,Santa Maria,65744,8,0,633,651,484,2,634,643,8,468,468,0,0,476,4136.622919409999668,636154.467934999964200
518,519,65756,Santa Monica,Santa Monica,65756,9,3,75,86,69,2,76,77,8,59,60,1,2,61,10520.856072000000495,2579693.997820000164211
519,520,65762,Santa Rita Ranch,Santa Rita Ranch,65762,2204,150,510,3152,2125,192,691,948,1538,315,428,118,88,587,23060.768942300001072,10218952.972599999979138
520,521,65774,Santa Rosa,Santa Rosa,65774,2,1,263,265,207,0,263,263,2,205,205,0,1,205,2671.852238469999975,199146.087075999996159
521,522,65777,Santel,Santel,65777,0,1,23,24,23,1,23,24,0,22,22,1,1,23,1219.921550730000035,73896.188122999999905
522,523,65780,Santo,Santo,65780,296,3,36,347,260,5,37,51,223,26,27,5,2,37,10571.559140100000150,3106998.790510000195354
523,524,65792,San Ygnacio,San Ygnacio,65792,39,0,465,504,371,2,465,465,22,349,349,2,0,349,10934.668585299999904,4276267.364919999614358
524,525,65864,Sargent,Sargent,65864,1039,15,97,1212,1088,20,115,173,952,78,86,8,8,136,40778.255677300003299,22193265.452199999243021
525,526,65876,Sarita,Sarita,65876,31,4,168,205,160,5,169,174,24,135,135,2,2,136,8625.298321860000215,2987310.407740000169724
526,527,66000,Savannah,Savannah,66000,3677,367,1056,6529,4412,1312,2292,2852,2623,642,1409,792,234,1789,6685.196063719999984,2504928.232950000092387
527,528,66089,Scenic Oaks,Scenic Oaks,66089,5908,760,3305,10458,7525,402,3634,4550,4544,2168,2384,241,486,2981,23444.724270399998204,20407620.025899998843670
528,529,66248,Scissors,Scissors,66248,41,11,3701,3758,2406,8,3702,3717,22,2374,2374,4,7,2384,16249.352934099999402,4143058.059150000102818
529,530,66512,Sebastian,Sebastian,66512,76,5,1581,1684,1303,12,1585,1608,59,1218,1222,8,5,1244,11406.218157100000099,4337769.556049999780953
530,531,66536,Seco Mines,Seco Mines,66536,11,0,559,572,402,0,559,561,9,391,391,0,0,393,5263.931317300000046,1510970.815290000056848
531,532,66686,Seis Lagos,Seis Lagos,66686,1124,105,114,1450,1060,42,153,326,851,63,93,32,70,209,6725.104738539999744,2072170.407820000080392
532,533,66806,Serenada,Serenada,66806,1680,58,256,2098,1722,60,308,418,1414,177,220,46,38,308,21926.505334699999366,5699748.063439999707043
533,534,66848,Seth Ward,Seth Ward,66848,294,4,1274,1603,1145,27,1288,1309,252,864,876,17,4,893,9663.502194369999415,5830640.667759999632835
534,535,67010,Shadybrook,Shadybrook,67010,1965,26,148,2400,1876,139,284,435,1577,85,177,92,17,299,23634.220651700001326,23890062.649599999189377
535,536,67082,Shady Hollow,Shady Hollow,67082,3431,246,897,4822,3698,159,1025,1391,2742,600,684,101,173,956,14267.339731399999437,5586658.597240000031888
536,537,67340,Sheffield,Sheffield,67340,93,3,58,174,141,16,72,81,78,45,58,15,0,63,7593.315948710000157,2283383.303210000041872
537,538,67364,Shelbyville,Shelbyville,67364,79,1,8,100,70,9,16,21,58,4,8,4,1,12,7042.171572629999901,1734663.186470000073314
538,539,67376,Sheldon,Sheldon,67376,366,33,1723,2361,1628,257,1953,1995,311,1106,1279,194,23,1317,15065.264662699999462,6465241.409509999677539
539,540,67472,Sheridan,Sheridan,67472,342,6,141,520,398,17,155,178,297,76,82,6,4,101,22118.945986899998388,14374612.246300000697374
540,541,67554,Sherwood Shores,Sherwood Shores,67554,1022,1,56,1165,1011,14,70,143,915,39,47,8,1,96,14132.184505999999601,10423785.682800000533462
541,542,67664,Shiro,Shiro,67664,139,0,32,201,153,28,60,62,107,26,44,18,0,46,13683.132472200000848,6645511.848299999721348
542,543,67763,Sienna,Sienna,67763,9483,3013,3079,20204,13537,4423,7315,10721,6493,1871,4717,2923,2061,7044,39840.037773399999423,34289015.049699999392033
543,544,67772,Sierra Blanca,Sierra Blanca,67772,92,14,209,315,239,6,212,223,80,147,149,3,14,159,21179.175736699999106,12332757.955299999564886
544,545,67775,Siesta Acres,Siesta Acres,67775,39,8,1816,1866,1383,14,1817,1827,29,1345,1346,8,8,1354,4621.701895920000425,1058379.468929999973625
545,546,67778,Siesta Shores,Siesta Shores,67778,67,5,1373,1450,957,0,1373,1383,50,899,899,0,3,907,8965.501205050000863,4102078.129619999788702
546,547,68132,Skidmore,Skidmore,68132,290,8,537,863,652,15,546,573,233,390,395,6,7,419,30378.304868200000783,27273465.744899999350309
547,548,68678,Solis,Solis,68678,53,7,657,722,470,14,658,669,39,422,422,4,4,431,15556.240326900000582,4363588.253150000236928
548,549,68762,Sonterra,Sonterra,68762,3590,239,2941,7679,5260,858,3658,4089,2642,1837,2326,544,149,2618,14027.092462200000227,6116055.688249999657273
549,550,68846,South Alamo,South Alamo,68846,38,13,3345,3414,2293,9,3348,3376,21,2245,2248,8,13,2272,10529.248049100000571,5293609.244250000454485
550,551,68966,South Fork Estates,South Fork Estates,68966,15,2,119,136,93,0,119,121,6,85,85,0,2,87,13823.588676299999861,8670409.507659999653697
551,552,69072,South La Paloma,South La Paloma,69072,116,1,219,347,247,4,221,231,93,142,144,2,0,154,12865.298800299999129,3755818.446130000054836
552,553,69194,South Point,South Point,69194,32,1,973,1014,739,7,976,982,26,706,709,4,0,713,8416.252215119999164,3480252.331060000229627
553,554,69326,South Toledo Bend,South Toledo Bend,69326,399,5,12,434,409,8,19,35,381,11,18,7,4,28,29947.252101400001266,14674739.400200000032783
554,555,69353,Southwest Sandhill,Southwest Sandhill,69353,747,12,841,1666,1224,41,865,919,594,575,595,27,4,630,31391.885600000001432,18992232.506799999624491
555,556,69380,Spade,Spade,69380,37,1,31,71,52,5,33,34,30,20,22,3,0,22,9578.712649209999654,4838879.647579999640584
556,557,69432,Sparks,Sparks,69432,51,28,4659,4760,3309,30,4679,4709,34,3248,3259,17,15,3275,7848.803993380000065,3611068.174930000212044
557,558,69596,Spring,Spring,69596,18408,2512,23704,62559,45764,17417,40295,44151,15485,15986,27310,11711,1908,30279,83111.720889699994586,58904024.836400002241135
558,559,69708,Spring Gardens,Spring Gardens,69708,25,2,468,497,352,0,468,472,16,333,333,0,0,336,6441.003256089999923,2592623.384420000016689
559,560,70154,Steiner Ranch,Steiner Ranch,70154,10955,2689,2120,16713,11345,534,2618,5758,7701,1296,1617,329,1717,3644,23009.021334299999580,17122925.745799999684095
560,561,70460,Stonewall,Stonewall,70460,285,1,153,451,383,6,159,166,261,111,115,4,1,122,29693.350651500000822,39148227.957299999892712
561,562,70520,Stowell,Stowell,70520,789,9,583,1743,1232,325,903,954,614,336,583,251,3,618,24344.734447099999670,26437007.393599998205900
562,563,70688,Study Butte,Study Butte,70688,85,1,107,200,157,3,110,115,81,68,71,3,1,76,23373.080549199999950,12295815.356599999591708
563,564,70940,Summerfield,Summerfield,70940,18,2,11,34,28,4,14,16,16,7,10,4,2,12,3685.194429080000191,399526.846229000017047
564,565,71236,Sunrise Shores,Sunrise Shores,71236,492,11,45,598,494,24,64,106,429,22,34,13,7,65,4974.449016530000335,1419096.829510000068694
565,566,71264,Sunset,Sunset (Montague),71264,468,2,48,543,445,5,53,75,391,34,37,3,1,54,17062.348034200000257,12758445.359500000253320
566,567,71274,Sunset,Sunset (Starr),71274,2,0,32,34,24,0,32,32,1,23,23,0,0,23,1243.670590360000006,86693.874583299999358
567,568,71289,Sunset Acres,Sunset Acres,71289,0,0,4,4,3,0,4,4,0,3,3,0,0,3,1044.681830989999980,43793.873996900001657
568,569,71636,Sylvester,Sylvester,71636,40,1,11,52,42,3,12,12,35,7,7,1,0,7,9221.983426590000818,2286864.230740000028163
569,570,71696,Taft Southwest,Taft Southwest,71696,56,5,1223,1296,989,10,1232,1240,45,932,939,8,3,944,9006.238094000000274,1338251.520899999886751
570,571,71820,Tanquecitos South Acres,Tanquecitos South Acres,71820,10,0,217,229,157,5,218,219,4,152,153,5,0,153,4624.161130759999651,1234104.443160000024363
571,572,71824,Tanquecitos South Acres II,Tanquecitos South Acres II,71824,1,1,59,60,46,0,59,59,1,45,45,0,1,45,1734.171075960000053,178400.731196999986423
572,573,72248,Terlingua,Terlingua,72248,64,0,9,78,71,0,9,14,59,9,9,0,0,12,26444.959106099999190,28455838.319299999624491
573,574,72581,The Homesteads,The Homesteads,72581,1167,23,2541,3890,2809,45,2576,2723,973,1713,1731,20,15,1836,13382.925522499999715,9856702.479539999738336
574,575,72656,The Woodlands,The Woodlands,72656,74477,11094,20968,114436,84570,5320,25896,39959,57759,13973,17263,3480,7376,26811,115460.288029999996070,113151086.440999999642372
575,576,72758,Thompsonville,Thompsonville,72758,6,0,19,26,24,0,19,20,6,17,17,0,0,18,19803.859810199999629,10072327.669700000435114
576,577,72902,Thunderbird Bay,Thunderbird Bay,72902,674,2,48,764,658,11,57,90,590,33,39,8,2,68,12695.779330800000025,7574277.533979999832809
577,578,72948,Tierra Bonita,Tierra Bonita,72948,3,2,173,179,124,3,174,176,3,120,120,1,0,121,7279.130681010000444,2355392.028070000000298
578,579,72950,Tierra Dorada,Tierra Dorada,72950,1,0,27,29,22,1,28,28,0,21,22,1,0,22,977.250683888000026,47390.764014599997608
579,580,72952,Tierra Grande,Tierra Grande,72952,50,2,252,303,223,1,252,253,40,182,182,0,2,183,16495.481547700001101,12183633.413699999451637
580,581,72954,Tierra Verde,Tierra Verde,72954,16,1,279,298,218,8,280,282,10,206,206,6,1,208,9652.534685290000198,5176403.866559999994934
581,582,72992,Tilden,Tilden,72992,62,6,117,190,157,7,119,128,58,91,92,3,4,99,5431.934731260000262,899125.161966999992728
582,583,73057,Timberwood Park,Timberwood Park,73057,17670,2654,12257,35217,25349,2307,14265,17547,13367,8224,9626,1560,1775,11982,37479.805748300001142,52708608.317900002002716
583,584,73148,Tivoli,Tivoli,73148,97,5,306,419,317,13,317,322,82,225,232,9,1,235,7293.140903249999610,2888195.472560000140220
584,585,73376,Tornillo,Tornillo,73376,30,5,1398,1432,1053,4,1399,1402,22,1028,1028,0,3,1031,14910.272328799999741,9008865.857449999079108
585,586,73424,Tow,Tow,73424,207,4,11,226,203,1,12,19,189,6,7,1,4,14,17501.524260800000775,8862621.019330000504851
586,587,73526,Tradewinds,Tradewinds,73526,31,0,128,160,129,3,129,129,29,99,100,1,0,100,7408.947088369999619,2801778.555590000003576
587,588,73562,Travis Ranch,Travis Ranch,73562,3025,444,1624,7324,4691,2121,3697,4299,2089,939,2171,1245,297,2602,12222.888010200000281,3116383.039909999817610
588,589,73856,Tuleta,Tuleta,73856,129,1,90,231,177,1,90,102,102,67,67,0,0,75,17366.267112400000769,11562562.575699999928474
589,590,73904,Tulsita,Tulsita,73904,26,0,3,31,25,1,4,5,22,2,2,0,0,3,4671.624185929999840,752660.852141999988817
590,591,73928,Tunis,Tunis,73928,5,0,10,90,71,73,81,85,5,6,64,58,0,66,4354.290897220000261,681464.938880000030622
591,592,74168,Tynan,Tynan,74168,49,2,203,254,185,0,203,205,34,150,150,0,1,151,16618.303448800001206,8943985.444339999929070
592,593,74228,Umbarger,Umbarger,74228,97,5,14,123,89,1,15,26,70,11,12,1,4,19,8062.023383269999613,2664325.747159999795258
593,594,74576,Utopia,Utopia,74576,184,0,28,225,185,2,29,41,157,18,18,0,0,28,12525.873597199999494,7644882.077490000054240
594,595,74594,Uvalde Estates,Uvalde Estates,74594,178,6,1675,1879,1328,14,1680,1701,137,1168,1173,7,5,1191,15895.748719200000778,15320264.376399999484420
595,596,74660,Valera,Valera,74660,61,2,27,94,72,0,27,33,49,20,20,0,1,23,3328.418106629999784,562153.761322999955155
596,597,74667,Valle Hermoso,Valle Hermoso,74667,1,1,91,93,55,0,91,92,0,55,55,0,0,55,6212.975554970000303,1415671.956900000106543
597,598,74668,Valle Verde,Valle Verde,74668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940.832997749999777,513704.585610000009183
598,599,74670,Valle Vista,Valle Vista,74670,0,0,544,545,383,4,545,545,0,382,383,2,0,383,1943.327694419999943,207992.905513000005158
599,600,74895,Val Verde Park,Val Verde Park,74895,136,13,2170,2332,1658,18,2179,2196,119,1524,1530,9,7,1539,6756.725858990000233,2111456.999170000199229
600,601,74984,Vanderbilt,Vanderbilt,74984,194,12,172,409,291,22,190,215,136,128,142,15,6,155,11499.374209899999187,4922946.582150000147521
601,602,75068,Van Vleck,Van Vleck,75068,1000,11,650,1923,1434,242,877,923,766,457,631,178,8,668,28463.599105599998438,18883027.343600001186132
602,603,75432,Victoria Vera,Victoria Vera,75432,1,0,92,93,67,0,92,92,1,66,66,0,0,66,653.722929380999972,24513.620652199999313
603,604,75554,Villa del Sol,Villa del Sol,75554,0,2,150,153,107,3,151,153,0,105,105,0,1,107,3974.205902759999844,493213.753811999980826
604,605,75614,Villa Pancho,Villa Pancho,75614,9,0,453,467,352,0,453,458,5,344,344,0,0,347,4645.745909790000042,763868.258871000027284
605,606,75617,Villarreal,Villarreal,75617,0,0,112,112,94,0,112,112,0,94,94,0,0,94,2063.497325259999798,176149.756075999990571
606,607,75626,Villa Verde,Villa Verde,75626,17,8,688,711,535,2,688,694,15,517,517,1,1,520,5097.463279380000131,762290.350063999998383
607,608,76012,Wadsworth,Wadsworth,76012,238,4,53,302,240,5,58,64,193,38,41,3,3,47,24581.918698099998437,19323869.245900001376867
608,609,76048,Waka,Waka,76048,35,0,13,50,32,1,14,15,25,5,6,1,0,7,2989.039132849999987,344297.647646000026725
609,610,76564,Warren,Warren,76564,623,5,7,677,538,7,13,54,498,5,9,4,3,40,18285.153365400001348,10896801.089500000700355
610,611,76612,Washburn,Washburn,76612,99,2,7,116,91,3,10,17,81,4,5,1,0,10,6412.871302229999856,2494402.131200000178069
611,612,77080,Welch,Welch,77080,117,3,112,234,139,4,116,117,65,69,73,4,3,74,9980.990213429999130,3771679.766909999772906
612,613,77196,Wells Branch,Wells Branch,77196,5497,1302,4365,14000,11210,2854,7004,8503,4775,3229,5226,2117,1010,6435,14414.758951399999205,6274542.383820000104606
613,614,77336,West Alto Bonito,West Alto Bonito,77336,9,0,606,615,415,3,606,606,7,408,408,2,0,408,2371.991460159999860,297857.294955999997910
614,615,77422,Westdale,Westdale,77422,149,0,168,325,233,2,170,176,114,114,115,1,0,119,15498.235636400000658,10418014.271700000390410
615,616,77490,Western Lake,Western Lake,77490,854,12,823,1762,1275,12,835,908,693,516,522,6,8,582,14854.907611500000712,9066815.894470000639558
616,617,77662,West Livingston,West Livingston,77662,3962,100,2129,8156,7091,1840,3936,4194,3395,1782,3484,1725,86,3696,45593.845124999999825,77419667.998899996280670
617,618,77680,Westminster,Westminster,77680,637,15,315,1035,785,14,328,398,533,187,196,10,13,252,14786.146182799999224,10306256.251800000667572
618,619,77728,West Odessa,West Odessa,77728,7794,123,24602,33340,23165,490,24967,25546,6194,16287,16537,311,84,16971,56537.551534600002924,160476203.821999996900558
619,620,77866,West Sharyland,West Sharyland,77866,42,3,1955,2004,1428,4,1957,1962,31,1390,1392,3,3,1397,8108.537023959999715,3054831.556470000185072
620,621,78016,Westway,Westway,78016,106,18,3660,3811,2812,31,3676,3705,85,2700,2707,15,15,2727,11636.791463800000201,2962711.103159999940544
621,622,78040,Westwood Shores,Westwood Shores,78040,1098,9,77,1239,1082,26,103,141,990,55,64,9,9,92,14007.006072300000596,9712877.362829999998212
622,623,78640,Whitharral,Whitharral,78640,55,3,59,119,92,1,59,64,47,40,40,0,2,45,7165.452827969999817,2870091.461290000006557
623,624,79180,Wildorado,Wildorado,79180,149,3,28,201,149,10,38,52,116,18,24,6,2,33,13206.371034100000543,6095455.699839999899268
624,625,79192,Wild Peach Village,Wild Peach Village,79192,1627,18,420,2329,1826,190,602,702,1317,283,421,141,15,509,28920.272423999998864,25844148.504500001668930
625,626,79204,Wildwood,Wildwood,79204,1038,3,48,1121,940,6,52,83,879,33,35,3,2,61,18611.562121300001309,12146363.486999999731779
626,627,79456,Willow Grove,Willow Grove,79456,1541,22,394,2082,1624,69,452,541,1268,243,281,41,17,356,17658.765358000000560,13318030.038000000640750
627,628,79756,Wingate,Wingate,79756,54,2,24,83,65,1,25,29,46,14,15,1,2,19,11163.665006699999140,5628642.524950000457466
628,629,79792,Winnie,Winnie,79792,1912,22,1002,3162,2336,155,1149,1250,1543,612,712,108,19,793,14608.447212400000353,10206084.199200000613928
629,630,80350,Wyldwood,Wyldwood,80350,1807,72,1524,3694,2823,213,1722,1887,1545,998,1150,155,38,1278,35680.130916100002651,31224177.555700000375509
630,631,80428,Yancey,Yancey,80428,90,3,202,300,241,3,203,210,71,163,164,2,3,170,18953.087998499999230,12949400.920199999585748
631,632,80686,Yznaga,Yznaga,80686,9,0,99,108,82,2,99,99,8,74,74,0,0,74,23552.143841500001145,14191482.931500000879169
632,633,80716,Zapata,Zapata,80716,267,21,5067,5383,3830,18,5079,5116,234,3564,3572,12,16,3596,29154.661944300001778,25011531.847399998456240
633,634,80722,Zapata Ranch,Zapata Ranch,80722,8,2,77,87,71,0,77,79,8,61,61,0,2,63,7766.365447010000025,3659159.631039999891073
634,635,80724,Zarate,Zarate,80724,1,1,77,79,50,0,77,78,1,49,49,0,0,49,896.199763039999993,48851.883252100000391
635,636,80740,Zephyr,Zephyr,80740,162,0,14,179,139,0,14,17,127,9,9,0,0,12,10409.901212299999315,3906605.757590000052005
636,637,80836,Zuehl,Zuehl,80836,302,9,74,399,303,6,79,97,245,44,46,3,7,58,37278.349557800000184,13655932.933900000527501
