cntyvtd,district_id,dem_share,rep_share,pct_white,pct_black,pct_asian,pct_hispanic,polsby_popper,convex_hull_ratio,schwartzberg,reock
20800011,19,0.0,0.0,0.7916666685597601,0.017857142774496133,0.035714285712843,0.13690476001908947,0.5831639439703075,0.8471816140644016,1.3094974823155303,0.5599609962658729
20800012,19,0.0,0.0,0.5443983363424537,0.04522821679780064,0.006639003925408833,0.38506224332786837,0.44458913845909576,0.8433368961779788,1.499755888453656,0.5326268529621502
20800013,19,0.0,0.0,0.69042769867009,0.006109979627402783,0.006109979630161294,0.28105906305039785,0.5718436310281706,0.9407899468073136,1.3223954788903272,0.5250045102917111
20800014,19,0.0,0.0,0.47697974427833745,0.1749539584082753,0.0,0.34714548677211066,0.3178958841640197,0.8257828388465412,1.7736076260184743,0.4786350283025622
20800015,19,0.0,0.0,0.32541568011082356,0.0467141764792647,0.006730008116644673,0.6033254090507395,0.25240371198076766,0.7943447836963319,1.990453935156253,0.3321258800980469
20900101A,19,0.0,0.0,0.8457446828807633,0.010638297604906085,1.715771185098281e-11,0.127659574121484,0.6219023770103499,0.9024026186629216,1.2680573381482978,0.5091418029180075
20900101B,19,0.0,0.0,0.8491048589907191,3.1762539783549e-10,0.005115089450531042,0.12276214885071338,0.3976577960666423,0.7901972740385006,1.585788446466902,0.4318412841402913
20900202,19,0.0,0.0,0.872822302436368,1.8771046950894063e-10,0.006968641171508427,0.09059233304245816,0.5165353347876502,0.9434342774907981,1.3913935381917706,0.5482555623540066
20900303,19,0.0,0.0,0.9131736526867661,0.008982035937297074,0.0029940119790990245,0.05688622753614799,0.41825574764472623,0.8697285638466175,1.546247609215801,0.33368635703175836
20900307,19,0.0,0.0,0.8633093531906066,0.02517985537617178,0.014388488676914741,0.07194244591215374,0.41082845082713904,0.7905941244236746,1.5601621732974462,0.5104520474752922
20900404,19,0.0,0.0,0.830188679635051,0.0,0.0,0.13207547149194776,0.45631195706680144,0.88164347058579,1.480365909692757,0.4200557181462324
20900405,19,0.0,0.0,0.8853211010043931,1.7251211729104924e-10,0.01834862387262247,0.09174311883795716,0.45517340752892,0.8930412726254698,1.482216212480319,0.45623834345088465
20900406A,19,0.0,0.0,0.8487654246659786,0.018518519210834063,0.01851851962455127,0.11728395458267785,0.23760673261416718,0.6365775901203665,2.0514957843530635,0.27527883169361167
